datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
4/1/1999 23:00,new york city (staten island),ny,us,other,7200,approx. 2 hrs,Strange Brush fires near Verazanno Bridge,7/14/1999,40.7141667,-74.0063889
4/1/2003 0:00,kuwait,,,oval,120,1-2min,Light in sky resembles eye opening.,10/30/2006,29.31166,47.481766
4/1/2003 1:00,holmdel,nj,us,fireball,1,1 second,High speed  blue white streak across the sky traveling at low attitude:streak appeared solid&#44 then tailed off.,6/3/2003,40.345,-74.1844444
4/1/2003 2:00,holden,ma,us,rectangle,300,5 minutes,The vehicle looked like a &quot;flying car&quot; with three large bright headlights flew slowly without sound and at tree top level.,4/22/2003,42.3516667,-71.8638889
4/1/2003 23:00,viola,pa,us,triangle,20,20 seconds,Steady paced&#44 low flying craft with 3 auburn lights at each point.,5/2/2003,40.7522222,-78.4013889
4/1/2004 0:30,norrk&ouml;ping (sweden),,,light,10,10 seconds,Lights travelling very fast in the sky with. Faster than anything ive seen from earth.,4/27/2004,58.587745,16.192421
4/1/2004 18:40,lincolnton,nc,us,cigar,60,1 minute,Cigar shape white silvery object seen at Est Attiude of 15&#44000&#44traveling at a high rate of speed out of the West heading due East at 18,4/9/2004,35.4736111,-81.2547222
4/1/2004 23:55,haysboro (canada),ab,,light,300,5 minutes,HBCCUFO CANADIAN REPORT:  A yellow white light with pulsing red light.,4/9/2004,50.970009,-114.086095
4/1/2005 2:45,gravenhurst (canada),on,ca,light,5,5 seconds,Canada&#44 02:45 AM&#44 Low-pitched hum&#44 Single point of pale blue light&#44 Moved suddenly&#44 Appeared to be ascending&#44 SW to NW,4/16/2005,44.916667,-79.366667
4/1/2005 16:30,cincinnati,oh,us,sphere,3600,1 hour,2 UFOs sighted by Cincinatti Airport,4/16/2005,39.1619444,-84.4569444
4/1/2006 0:59,windham,me,,light,3,3+sec,Bright white meteor breaks up over Portland &#44 Maine  ((NUFORC Note:  Other reports.  Possible meteor?  PD)),5/15/2006,43.810556,-70.416944
4/1/2006 23:00,hanford nuclear reservation,wa,,light,1800,30 minutes,Unusual activity at Hanford Nuclear Reservation&#44WA,8/24/2010,47.751074,-120.740139
4/1/2007 21:00,marion,nc,us,circle,300,5 minutes,Lights with no aviation lights visable every night with large binoculars,4/27/2007,35.6838889,-82.0094444
4/1/2010 20:15,milton,ma,us,fireball,10,10 seconds,I just saw a green fireball going across the sky&#44 fairly close to the ground&#44 and I saw it disintegrate quickly.,4/13/2010,42.2494444,-71.0666667
4/1/2012 14:00,sandpoint,id,us,circle,60,1 minute,Picture the NBC peacock tail.  Expand this picture to full circle.  Now give this picture three dimensions like multiple tear drops cot,10/30/2012,48.2766667,-116.5522222
4/1/2013 20:30,san jose,ca,us,formation,180,2-3 minutes,5-6 bright lights traveling southeast in a vertical formation&#44 above three bright lights moving independently&#44 and sporadically.,5/15/2013,37.3394444,-121.8938889
4/1/2013 20:40,eugene,or,us,light,1800,20-30 minutes,Six blinking lights in formation&#44 glide up and then down again over Eugene Or.,5/15/2013,44.0522222,-123.0855556
4/1/2013 22:00,forest hills (queens),ny,us,light,180,3 minutes,4 bright&#44 round lights hovering above me.,4/12/2013,40.7161111,-73.8505556
4/1/2013 22:05,reading,pa,us,light,1,1 second,Possible UFO Sighting over eastern  Pa 10:05 PM.,5/15/2013,40.3355556,-75.9272222
4/1/2014 19:29,lawrenceville,nj,us,circle,60,1 minutes,Fiery ball evading jet.,4/4/2014,40.2972222,-74.73
4/1/2014 21:30,port st. lucie,fl,,light,900,15 minutes,Colored hovering light over Port Saint Lucie&#44 Florida.,4/4/2014,27.273049,-80.358226
4/1/2014 22:00,auburn,ny,us,triangle,900,15 minutes,Triangle-shaped craft splits in perfect halves and goes in opposite directions.,4/4/2014,42.9316667,-76.5663889
4/12/1975 7:00,houston,tx,us,unknown,30,30 sec.,Unusual movements observed of a bright object flying over the Houston skyline.,10/31/2003,29.7630556,-95.3630556
4/12/1988 16:00,pleasant hill,mo,us,disk,300,5 min,UFO over Pleasant Hill,1/19/2005,38.791,-94.2673
4/12/1993 21:00,new delhi (india),az,,circle,120,2 minutes,It was UFO,2/24/2007,28.635308,77.22496
4/12/1996 23:55,phillipsburg,pa,us,,900,15 min.,NY FAA Center (ARTCC) shift-supervisor calls to rept. strange obj. seen on radar at 40k&#39.  Obj. paced jet&#44 seen by several other a/c.,11/2/1999,40.6933333,-80.2822222
4/12/1998 18:45,cleveland,oh,us,light,300,5 min,I was out enjoying the stars (clear night) when suddenly there was a light in the sky&#44 as if the object were a falling star or satelite,1/28/1999,41.4994444,-81.6955556
4/12/2003 19:17,port st. lucie,fl,,sphere,120.15,2min. 15sec.,11 year old Boy  spots UFO overhead while waiting for school bus.,7/23/2003,27.273049,-80.358226
4/12/2003 20:30,pensacola,fl,us,light,60,1 minute,I thought it may be a satellite&#44 but now I don&#39t know because of the way the light it emitted just simply turned off.,4/22/2003,30.4211111,-87.2169444
4/12/2003 22:05,monterey,ca,us,circle,10,10 seconds,Circular blue object traveling east to west over Central California Coast.,4/22/2003,36.6002778,-121.8936111
4/12/2004 21:30,citrusdal (south africa),,,triangle,240,4 minutes,HBCCUFO CANADIAN REPORT:  A triangle shaped craft.,4/27/2004,-32.589127,19.011833
4/12/2005 22:15,ewing,mo,us,sphere,600,5-10 min,Glowing orange balls appear and vanish,5/11/2005,40.0061111,-91.7136111
4/12/2006 23:45,east preston (uk/england),,gb,light,120,2 minutes,ERRATIC LIGHT SEEN OVER GATWICK AIRPORT 4/12/2006,12/7/2006,50.783333,-0.466667
4/12/2007 21:00,castro valley,ca,us,triangle,21600,6:00hrs,Flying UFO&#39s in the San Francisco Bay Area.,4/27/2007,37.6941667,-122.0852778
4/12/2007 22:16,bremerton,wa,us,circle,25,25 seconds,Light from west to east that diminished and disappeared at about a 110 degree angle,4/27/2007,47.5675,-122.6313889
4/12/2008 20:55,spring,tx,us,light,10,5 to 10 seconds,It was probably a meteor&#44 but while viewing the International Space Station we saw something unusual.,6/12/2008,30.0797222,-95.4169444
4/12/2008 21:00,stafford (uk/england),,gb,unknown,60,1 minute or so,3 UFO&#39s spotted in the same spot as another before months ago&#44 apparently watching me.  ((NUFORC Note:  Possible hoax??  PD)),1/10/2009,52.833333,-2
4/12/2011 19:00,new boston,tx,us,unknown,900,15 minutes,One craft becomes three&#44 and leaves trail.,7/4/2012,33.4597222,-94.4152778
4/12/2012 21:00,seal cove,me,us,sphere,60,1 minute,There was an orange glowing ball over the ocean.,5/13/2012,44.2858333,-68.3991667
4/12/2012 22:30,cardiff (vale of glamorgan)(uk/wales),,gb,triangle,5,5 seconds,Faint black/greying Triangle,5/13/2012,51.5,-3.2
4/12/2013 0:00,augusta,ga,us,circle,300,5 minutes,Brightly lit fireballs appeared in the sky in a circle formation,5/15/2013,33.4708333,-81.975
4/12/2013 21:20,ruskin,fl,us,oval,900,15 minutes,Orangeish&#44 Redish orbs.,5/15/2013,27.7205556,-82.4333333
4/12/2014 20:00,panama city beach,fl,us,,900,15 minutes,Several sets of orange fireballs.  Appeared to be moving in pairs&#44 coming from the Gulf.  No sound.  Moving very fast.,4/18/2014,30.1763889,-85.8055556
4/12/2014 21:30,las cruces,nm,us,fireball,15,15 seconds,flashing sky fireball falling down.,4/18/2014,32.3122222,-106.7777778
4/12/2014 22:23,huntertown,in,us,circle,900,15 minutes,At least 20 red lights moving across the sky.,4/18/2014,41.2283333,-85.1725
4/13/1979 2:00,jupiter,fl,us,light,300,5 min,Bright Light outside of the house,5/24/2005,26.9338889,-80.0944444
4/13/1991 23:45,pagosa springs,co,us,cigar,20,20 seconds,I am a 68 year old retired president of an international trade association.My nephew and I  were driving on a remote hightway in the mo,3/17/2004,37.2694444,-107.0091667
4/13/2000 20:00,waite park,mn,us,light,30,30 seconds,A bright light was seen in the sky that remained stationary.  We lost track of it and then noticed a similar light in the northern sky.,4/26/2000,45.5572222,-94.2238889
4/13/2002 12:20,muskego,wi,us,circle,300,approx 5 min,UFO&#39s rendezvous over SE Wisconsin Sat April 13th 2002.  1220PM,4/25/2002,42.9058333,-88.1388889
4/13/2005 14:15,somerset,nj,us,cigar,120,2 mins.,I saw a dull white cigar shaped UFO at 2:15 pm flying horizontal in a crystal clear blue sky.,2/24/2007,40.4975,-74.4888889
4/13/2006 3:24,hessel,mi,us,cigar,420,7 min,It was cool,5/15/2006,46.0041667,-84.4258333
4/13/2008 21:27,fair oak&#44 hampshire (uk/england),,,disk,900,15m (estimated),Triangle formation observed at Fair Oak&#44 Hampshire&#44 England,4/17/2008,50.965896,-1.298133
4/13/2008 22:30,desert hot springs,ca,us,light,30,30 seconds,A Bright Ball of Light Seen Ascending in the Night Sky Near Joshua Tree Natl. Park .,6/12/2008,33.9611111,-116.5008333
4/13/2009 22:50,shepherd,tx,us,triangle,60,1.00 minute,triangle object with bright lights,5/12/2009,30.4977778,-94.9963889
4/13/2010 21:00,northfield,vt,us,unknown,120,2 mins,Fast Moving UFO&#39s over mountains of Vermont.,5/12/2010,44.1511111,-72.6569444
4/13/2010 22:15,sunnyside,wa,us,fireball,15,15 seconds,Two dark orange balls moving eastward over Sunnyside WA&#44 Yakima County.,5/12/2010,46.3238889,-120.0075
4/13/2011 3:15,smryna,tn,,disk,600,10 minutes,Two Ufo&#39s seen leaving the parking lot and then one hoovering over houses.,5/2/2011,35.982841,-86.518604
4/13/2011 10:30,akron,oh,us,oval,1800,30 mins,((HOAX??))  i was outside of my house when i seen a oval of light circleing the sky.,5/2/2011,41.0813889,-81.5191667
4/13/2013 15:45,nashville,tn,us,other,900,~15 minutes,Three white spheres separate&#44 then connected and rotating in the afternoon.,5/15/2013,36.1658333,-86.7844444
4/13/2013 20:15,norfolk,va,us,light,1200,20 minutes,Bright orange light traveling in sky without sound over Norfolk&#44 VA 8/13/13,5/15/2013,36.8466667,-76.2855556
4/13/2013 22:23,carney,md,us,light,5,5 seconds,Driving east on I695 toward I95. Right side saw green light in sky. At first thought it was a plane approaching Martin State Airport. W,5/15/2013,39.3941667,-76.5238889
4/13/2013 23:00,los angeles,ca,us,fireball,360,~t 6:00 minutes,Eight fireballs in the sky,5/15/2013,34.0522222,-118.2427778
4/13/2013 23:30,chicago,il,us,,120,2 minutes,Observed 3 orange orb like shapes moving north to south in direction just east of downtown Chicago. Altitude less then 5k feet.  Orbs a,5/15/2013,41.85,-87.65
4/13/2014 0:24,sterling heights,mi,us,unknown,60,1 minute,Red light moving and changing colors as it rotated over Sterling Heights&#44 Michigan.,4/18/2014,42.5802778,-83.0302778
4/13/2014 1:45,orlando,fl,us,disk,240,4 minutes,Disk shape floating going up and down. Lights changed from green to red.,4/24/2014,28.5380556,-81.3794444
4/13/2014 21:30,thornhill (canada),on,ca,disk,300,5 minutes,Green object with pulsing red light witnessed by couple in Thornhill.,4/18/2014,43.8,-79.416667
4/13/2014 23:22,hillsboro,or,us,unknown,2,few seconds,Flashing Strobes in the sky&#44 not a helicopter.,4/18/2014,45.5230556,-122.9886111
4/14/1997 2:15,edison,nj,us,triangle,50,50 seconds,Large&#44 triangle shaped ufo that emanates light at each corner&#44 moves on straight a straight linear axis while in 360 degree rotation.,10/12/2001,40.5186111,-74.4125
4/14/1999 0:45,houston,tx,us,chevron,10,5-10 seconds,I saw a boomarang shaped object. It was gliding across the sky.,6/23/1999,29.7630556,-95.3630556
4/14/1999 20:15,new york city (brooklyn),ny,us,light,3,3 seconds,Travelling by car westerly. We Spotted a Very Fast moving&#44 very bright White Light/Fireball which eventually turned green as it &quot;flew&quot;,9/28/2002,40.7141667,-74.0063889
4/14/1999 22:20,pomona/laverne,ca,,sphere,480,8 minutes,Bright orange light hovering in southwestern sky&#44 moved northeast&#44 then hovered again and proceeded to release several smaller light sp,4/26/1999,34.086275,-117.751044
4/14/1999 22:30,washington&#44 d.c.,dc,,fireball,15,15 seconds,Intensely fast green glowing fireball crossed the sky from nw to se over the Washington DC beltway and went below the viewable horizon.,9/6/2002,38.907231,-77.036464
4/14/2001 22:15,gaylord,mi,us,oval,3,3 seconds,Set of three and set of four &#39lights&#39 shotting east to west quickly&#44 no sound.,4/28/2001,45.0275,-84.6747222
4/14/2002 22:22,invercargill (new zealand),,,unknown,12,9-12 sec.,object seems to disintergrate as if re-entering the aptmostphere,5/14/2002,-46.413187,168.353773
4/14/2003 16:00,cedar rapids,ia,us,oval,180,3 min,Formation of five shiny metallic ovals,4/22/2003,42.0083333,-91.6438889
4/14/2004 21:00,ft branch,in,us,light,300,5 minutes,5 orange lights illuminate sky NNW of Ft Branch&#44 IN then fade away.,4/27/2004,38.2511111,-87.5811111
4/14/2005 11:56,iowa city,ia,us,fireball,10,10 sec.,11.56 AM 4/14/05 LOCATION:  SE of Iowa City - Iowa City Airport.Altitude perhaps 1000-1500 feet.  Thin white object rapidly appears,4/16/2005,41.6611111,-91.53
4/14/2005 22:00,guelph (canada),on,ca,triangle,10,10 seconds,My girlfriend and I were leaving work at 10pm on Wednesday evening. We walked out the doors at at the same time looked at each other an,5/11/2005,43.55,-80.25
4/14/2005 23:49,phoenix,az,us,light,8,7 or 8 seconds,fast flying &quot;light/ball&quot; flying over tempe and phoenix arizona.,4/16/2005,33.4483333,-112.0733333
4/14/2007 21:00,orlando,fl,us,unknown,300,5 minutes,Possible Plane chasing ufo ???,4/27/2007,28.5380556,-81.3794444
4/14/2008 11:00,vero beach,fl,us,cigar,180,3 minutes,Two cigar shaped craft moving at the speed of thought played leap frog with each other at the beach.,4/17/2008,27.6383333,-80.3975
4/14/2008 13:30,fairview,nj,us,other,600,10 minutes,Unknown silent silver object seen moving randomly over NJ and New York City,6/12/2008,40.8125,-73.9994444
4/14/2008 20:45,oro valley,az,us,circle,3,3 seconds,Two golden-yellow orbs seen from Oro Valley&#44 Arizona to the west-southwest on the evening of April 14th&#44 2008.,4/17/2008,32.3908333,-110.9658333
4/14/2008 21:00,cameron,wi,us,teardrop,3600,1 hour,Teardrop shaped UFO with multicolored light and a red laser-type light seen by Rice Lake airport near Cameron&#44 WI,6/12/2008,45.4086111,-91.7438889
4/14/2010 13:45,bowling green,ky,us,fireball,5400,1 hour 30 minutes,We saw flying fireballs in the sky.,5/12/2010,36.9902778,-86.4436111
4/14/2010 22:04,moline,il,us,circle,38,38 seconds,fire ball crashes in flooded field... local news says crash in another state,5/12/2010,41.5066667,-90.515
4/14/2010 22:06,onalaska,wi,us,flash,20,20 seconds,Night sky turns blue as objects shoot from the sky,5/12/2010,43.8844444,-91.235
4/14/2010 22:15,hiawatha,ia,us,fireball,10,10 seconds,Bright turqouise fireball rapidly descending at 15-20 degrees erupts into bright light and dissapears.,5/12/2010,42.0358333,-91.6819444
4/14/2011 3:08,falls church,va,us,light,15,<15 seconds,Object chased by military jets,5/2/2011,38.8822222,-77.1713889
4/14/2012 19:30,bongaigaon (assam) (india),,,circle,60,around 1 minute,Circular&#44silently moving object&#44 radiating golden yellow light in dark evening sky.,6/8/2012,26.4667,90.5667
4/14/2013 20:00,oak forest,il,us,light,900,15 minutes,Bright red light moving slow with no blinking lights or noise,5/15/2013,41.6027778,-87.7438889
4/14/2014 12:50,manalapan,nj,us,cylinder,20,20 seconds,UFO sighting in suburban NJ&#44 close enough to see the shape&#44 details and color of the object.,4/18/2014,40.2572222,-74.3961111
4/14/2014 22:45,wasilla,ak,us,triangle,60,1 minute,3 red-orange lights on low flying UFO(s) off Parks Hwy in Wasilla in triangle formation.,4/18/2014,61.5813889,-149.4394444
4/15/1944 17:00,saanich (canada),bc,,disk,120,2  min est.,THREE DISCS.IN TRIANGULAR FORMATION TRAVELING SW. AT APROX. 30 DEG.HORIZON FASTER THAN PROP.AIRCRAFT.THE DAY WAS CLEAR AND THE TIME WAS,8/1/2003,48.459263,-123.376722
4/15/1963 19:30,lompoc/vandenberg afb,ca,,disk,300,5 min,FLYING DISC OBSERVED OVER MOUNTAIN DURING LAUNCH OF SCOUT MISSILE,1/28/1999,36.760693,-121.765735
4/15/1967 22:00,north hollywood,ca,us,formation,180,3 min,3 bright colored lights comming straight at me...,10/30/2006,34.1722222,-118.3780556
4/15/1974 23:00,dexter,mo,us,disk,600,10 minutes,IN 1974&#44 A FRIEND AND I WERE ON OUR WAY HOME. WE STOPPED AT A STOP SIGN. I LOOKED OUT THE WINDOW AND SAW A UFO. SHE ALSO SAW IT.,1/28/1999,36.7958333,-89.9577778
4/15/1979 8:00,monterey,ny,us,rectangle,300,approx. 5 min,It was about 8 am&#44 I was getting ready for work. I heard this tremendous roaring noise outside&#44 went to the window to see what it was.,4/16/2005,42.3055556,-77.0494444
4/15/1983 13:30,new orleans,la,us,oval,3,2-3 seconds,My story is short but True .  This sighting occurred while fishing in the Mississippi river &#44 in the spring of 1983 &#44 probably April.,11/21/2010,29.9544444,-90.075
4/15/1985 21:30,nova,oh,us,triangle,600,10 minutes,Triangle-shaped object,9/13/2002,41.0288889,-82.3047222
4/15/1987 5:00,perth (australia),,au,sphere,5,5 seconds,On a warm fresh morning in the summer of 87 i saw it suspended off the ground approx 1000yrds from me next to a main digital communicat,10/30/2006,-31.95224,115.861397
4/15/1992 14:00,portsmouth,va,us,disk,1200,proly 10 20 mins.,UFO  sited in MY own yard ... the world felt like it stopped&#33&#33&#33&#33&#33&#33,10/12/2001,36.8352778,-76.2986111
4/15/1994 21:00,elkton,md,us,other,180,1-3 minutes,The UFO had Orange and Yellow Lights. 500 Lights On Object0: Yes,1/10/2009,39.6066667,-75.8336111
4/15/1994 22:00,brooksville (withlacoochie forest),fl,us,chevron,1200,20 minutes,Three witnesses saw a very large&#44 chevron-shaped&#44 black or gray object with read lights around the edges.,10/15/2002,28.555,-82.3880556
4/15/1996 5:11,long beach,ca,us,fireball,1.5,1.5 seconds,A Large Brilliant green fireball was seen &quot;fall to earth&quot; in the direction of the Long beach airport.There was no fire or evidence of a,1/28/1999,33.7669444,-118.1883333
4/15/1996 21:00,big stone gap,va,us,light,240,3-4 minutes,1 LIGHT SEPARATES INTO 3 &amp; HOVERS OVER TREE&#44 THEN COMBINE &amp; DISAPPEAR.,7/3/2013,36.8816667,-82.7472222
4/15/1997 22:30,bakersfield,ca,us,light,2,2 seconds,I was looking up at the sky for Hale-Bop&#44when from the south a round yellowish light zoomed across the sky at a very high speed.,3/7/1998,35.3733333,-119.0177778
4/15/1998 8:20,baraboo,wi,us,sphere,30,30 sec,Stationary silver sphere over town.,5/2/2011,43.4711111,-89.7441667
4/15/1998 13:00,san antonio,tx,us,cylinder,180,3 mintues,bright yellow lights over san antonio texas,1/10/2009,29.4238889,-98.4933333
4/15/1998 14:00,vancouver (canada),bc,ca,disk,300,5 minutes,Sometime in the spring of 98 a friend called me from a lookout in the afternoon.   He told me to look outside.   We were both about 10,12/2/2000,49.25,-123.133333
4/15/1998 19:00,cromer&#44 norfolk (uk/england),,,sphere,600,10 mins,ball the size of a childs soccer ball&#44 flying eratically at head height above the car&#44 and at end of the road to my house.,9/28/2002,52.931448,1.301866
4/15/1998 22:00,arlington,vt,us,light,1800,30 minutes,Were those points of light really satellites?,10/12/2001,43.0747222,-73.1544444
4/15/1999 10:30,modesto,ca,us,disk,60,1 min,a dark metal sauser wobbling and hovering about 7 to 8 thousand feet. it stoped wobbling flew one mile west then went up and was hard t,10/2/1999,37.6391667,-120.9958333
4/15/1999 19:00,fyffe,al,us,rectangle,180,2-3 minutes,Huge craft&#44 silent &#44 intelligent&#44 aware of us observing it,12/12/2009,34.4466667,-85.9041667
4/15/2001 12:00,lower lake,ca,us,sphere,600,10minutes,2001/daylight/ sighting/ bright&#44sphere/about&#445to 10 min/Low /slow/silent/two eyewitnesses/,5/24/2005,38.9105556,-122.6091667
4/15/2001 22:00,mansfield,la,us,,10800,3 hours,Not a quick&#44 here then gone event&#44 lasted several hours and witnessed by 6 people,4/28/2001,32.0375,-93.7
4/15/2001 22:30,mount juliet,tn,us,light,4200,over 70 minutes,red light go fast&#44 white light means it stopped and pulse fast red before moving.,4/28/2001,36.2,-86.5186111
4/15/2002 1:25,raahr (finland),,,light,60,1 minute,Fast lights from N to S. Speed mayby 3000 mph,4/25/2002,52.163159,9.487543
4/15/2003 8:00,reading,pa,us,diamond,20,20 seconds,diamond shaped craft hovering over area disappered quickly,4/27/2003,40.3355556,-75.9272222
4/15/2003 21:50,hoensbroek (natherlands),,,diamond,7200,2 hours,Triangle or Diamond shaped objects in Limburg&#44 the Netherlands,5/27/2003,50.920147,5.924489
4/15/2004 17:15,kenner,la,us,sphere,10,10 sec.,Clear sphere seen,4/27/2004,29.9938889,-90.2416667
4/15/2005 1:20,eagan,mn,us,chevron,10,10 seconds,Silent boomerang object szeen in sky over Eagn MN,4/16/2005,44.8041667,-93.1666667
4/15/2005 11:00,ringe,nh,,unknown,7200,2 hours,strange sight over Franklin Pierce college campus 2005,5/15/2006,42.751196,-72.009802
4/15/2005 22:40,glasgow (uk/scotland)),,gb,fireball,60,1 min,Large fireball falling through sky at night.,5/11/2005,55.833333,-4.25
4/15/2006 20:27,vermilion,oh,us,cylinder,300,5 minutes,The Video that was captured is on www.woio.com Couple see captures wierd object in the sky,5/15/2006,41.4219444,-82.3647222
4/15/2007 23:00,talent,or,us,changing,300,5  min.,bright flash&#44then ciclular orange orb of light diminshing to nothing and over and over&#44due north,6/12/2008,42.2458333,-122.7875
4/15/2008 10:05,miami,fl,us,rectangle,300,less than 5min,ufo visual miami florida west,6/12/2008,25.7738889,-80.1938889
4/15/2008 20:08,newark,ca,us,fireball,3,3 seconds,Bright light moving in sky for about 3 seconds before burning out?,6/12/2008,37.5297222,-122.0391667
4/15/2011 14:57,san jose,ca,us,changing,240,4 min,1 orb and two orbs that changed shape into moonlike objects.  ((NUFORC Note:  We believe the objects are clusters of balloons.  PD)),5/2/2011,37.3394444,-121.8938889
4/15/2011 19:30,vandergrift,pa,,disk,30,30 sec.,Definate ufo sighting in vandergrift&#44 pa,5/2/2011,40.602843,-79.564767
4/15/2012 1:20,north augusta,sc,us,circle,8,0:08,6-8 circular object red and orange around Belvadere Elementary school.,5/29/2012,33.5016667,-81.9652778
4/15/2012 19:00,west valley city,ut,,unknown,1,<1 second,White craft shoots in an arc south before anyone could react,5/15/2013,40.691613,-112.00105
4/15/2012 23:30,bethpage,ny,us,circle,1200,about 20 minutes,5 total red lights over long island.,4/18/2012,40.7441667,-73.4825
4/15/2013 23:00,everett,wa,us,fireball,900,15 minutes,Bright star like craft spotted in Everett WA. 4/15/13,5/15/2013,47.9791667,-122.2008333
4/15/2014 1:00,los angeles,ca,us,light,5,5 seconds,Two faint bluish-white lights streak in a slightly wobbly way under the lunar eclipse over LA.,4/18/2014,34.0522222,-118.2427778
4/15/2014 1:05,denver,co,us,circle,20,20 seconds,((HOAX??))  Squadron of enormous UFOs seen over denver at moment of full lunar eclipse.,4/18/2014,39.7391667,-104.9841667
4/15/2014 3:40,torrington,ct,us,light,15,10-15 seconds,I suddenly got the thought to &quot;look up...&quot;,4/18/2014,41.8005556,-73.1216667
4/15/2014 4:06,cape coral,fl,us,fireball,15,15 seconds,Witnessed and photographed a low flying fireball heading northward at 4 am that did not apppear like any fly object I ever saw.,4/18/2014,26.5625,-81.9497222
4/15/2014 8:54,san fernando valley,ca,,sphere,20,20 seconds,Extremely fast glowing object&#44 flying very low to the ground&#44 very close to us and very silent.,4/18/2014,34.182578,-118.439676
4/15/2014 21:00,green bay,wi,us,light,1200,20 minutes,Saw a really high up ligh thought it was a tall light but it started to hover down and up. It was flashing red&#44blue&#44red&#44blue real quick,4/18/2014,44.5191667,-88.0197222
4/15/2014 23:00,miamisburg,oh,us,light,60,1 minute,Look like a drop glowball.,4/18/2014,39.6427778,-84.2866667
4/16/1992 12:00,bowling green,ky,us,disk,3600,1 hour,Strange Witness Encounter: Famous Shootdown of US Aircraft by UFO,9/2/2005,36.9902778,-86.4436111
4/16/1995 1:10,woodinville,wa,us,,45,45 sec.,Woman (prior caller) repts. 3x12&#39 rectangular section of driveway illuminated from above.  Similar to her incident 22FE95.,11/2/1999,47.7544444,-122.1622222
4/16/2000 20:00,omaha,ne,us,fireball,20,20 seconds,A white ball of light being followed by something that took off at a speed I never knew existed.,2/22/2005,41.2586111,-95.9375
4/16/2001 12:55,tampa,fl,us,other,60,1 minute,Black line in sky running from horizon to top of sky.,4/28/2001,27.9472222,-82.4586111
4/16/2001 22:00,cancun (mexico),,,triangle,60,1 minute,Perfectly shaped triangle of stars&#44 extremely fast moving&#44 two stars circling each other.,8/5/2001,21.161908,-86.851528
4/16/2002 21:45,highlands ranch,co,us,cylinder,120,1 to 2 min,LIghted cylinder unexplained object was spotted in Douglas County Colorado,4/25/2002,39.5538889,-104.9688889
4/16/2002 22:24,nashua,nh,us,disk,4,3-4 seconds,Circular craft with rotating pulsating lights on the sides only,4/25/2002,42.7652778,-71.4680556
4/16/2005 12:00,quetzaltenango (guatemala),,,triangle,60,1 min,Triangular shape object near sun ((NUFORC Note:  Looks like lens flares to us&#44 but just a guess.  PD)),5/11/2005,14.833333,-91.516667
4/16/2005 14:45,van nuys,ca,us,circle,600,10 minutes,Strange shiny object seen over Van Nuys&#44 CA 4/16/05,5/11/2005,34.1866667,-118.4480556
4/16/2005 18:27,pelham manor,ny,us,other,120,about two minutes,Shuriken like craft,5/11/2005,40.8952778,-73.8075
4/16/2005 22:30,west lafayette,in,us,disk,15,15 seconds,half lit disc over Lafayette?,5/11/2005,40.4166667,-86.8752778
4/16/2006 19:00,little rock,ar,us,fireball,60,45-60 seconds,The four of us were stargazing after closing up the bookstore. When from the west we notice a object coming towards us at first we thou,5/15/2006,34.7463889,-92.2894444
4/16/2007 13:00,hoffman estates (8 mi. nw of o&#39hare airport),il,us,formation,60,1 minute,Strange Shaped Rectangle Object Sighted 8 Miles NW of O&#39Hare International Airport,4/27/2007,42.0427778,-88.0797222
4/16/2007 23:00,westchester (canada),il,us,light,900,10-15 min,Bright light object not like any other aircraft hovered in same place for 10-15 min the disappeared.,4/27/2007,41.8505556,-87.8819444
4/16/2008 4:20,jasper,in,us,unknown,1,about 1 second,Unusual streak of green to blue light flew down the southern sky. 500 Lights On Object0: Yes,6/12/2008,38.3913889,-86.9311111
4/16/2008 10:30,kokomo,in,us,light,180,3 minutes,Lights circling the skies of  Kokomo Indiana,6/12/2008,40.4863889,-86.1336111
4/16/2008 10:30,lafayette,in,us,light,15,15 seconds,this aint no hoax&#44 it for real&#44 i saw what i saw&#33,6/12/2008,40.4166667,-86.8752778
4/16/2008 21:30,lakeridge,va,,other,10,10 sec,AEROHEAD SHAPED CRAFT&#44 SKIMMING OVER TREE LINE&#44 MAKEING  HISSING SOUND,6/12/2008,37.700472,-77.453358
4/16/2008 22:27,kokomo,in,us,formation,120,2 minutes,4 or 5 yellow lights in the sky followed a loud explosion noise. They moved in perfect unison&#44 if one went to the left&#44 they all moved.,4/17/2008,40.4863889,-86.1336111
4/16/2008 23:30,kokomo,in,us,,2,seconds,Woman reports seeing object strike the ground; police cruiser nearby&#44 the occupant of which apparently witnessed the same event.,4/17/2008,40.4863889,-86.1336111
4/16/2009 15:40,lincoln (uk/england),,gb,disk,120,2 minutes,Lincolnshire&#44 England,5/12/2009,53.233333,-0.533333
4/16/2009 20:30,triplet,nc,,unknown,86400,15 days plus,Life changing mind blowing unreal to much for 1 person3,6/9/2009,36.203184,-81.558715
4/16/2009 23:10,newark,oh,us,light,3600,1 hour,big bright ball of light and a smaller redish light,5/12/2009,40.0580556,-82.4013889
4/16/2010 22:00,holt,mi,us,disk,30,30 sec.,A bright light in the sky came closer and closer to the ground eventually coming down as some kind of flying object,5/12/2010,42.6405556,-84.5152778
4/16/2012 4:00,newark,oh,us,light,120,2 minutes,Red light (orb),6/20/2012,40.0580556,-82.4013889
