datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
8/23/2011 10:13,middlesboro,ky,us,circle,60,1 min,a big brite light in the sky moving south it was a ufo,10/10/2011,36.6083333,-83.7166667
8/23/2011 15:30,niceville,fl,us,other,120,2 minutes,I saw a dark chunky object floating in the sky,10/10/2011,30.5166667,-86.4822222
8/23/2011 16:00,las vegas,nv,us,cylinder,10,10 seconds,Bright metallic blimp shaped object flying east right between the flight path of two planes.,10/10/2011,36.175,-115.1363889
8/23/2012 6:55,new hyde park,ny,us,fireball,10,10 seconds,Object flashing yellow orange green lights appeared&#44 hovered&#44 accelerated swiiftly and vanished,9/24/2012,40.735,-73.6883333
8/23/2012 11:30,longwood,fl,us,light,1200,20 minutes,2 different flashing lights above longwood fl seen by 3 people .,9/24/2012,28.7027778,-81.3386111
8/23/2012 21:45,williamsport,pa,us,fireball,180,3 minutes,Orangish yellow orb seen by a friend and I.,9/24/2012,41.2411111,-77.0013889
8/23/2013 10:55,erie,pa,us,cylinder,180,~3 minutes,Cylinder ufo seems to be letting out round orbs in broad daylight.,8/30/2013,42.1291667,-80.0852778
8/23/2013 20:30,appleton,wi,us,flash,1800,30 minutes,3  white flashing lights moving east then west twice and disappeared in the western sky.,8/30/2013,44.2619444,-88.4152778
8/23/2013 22:45,south portland,me,us,fireball,120,2 minutes,On 8/23/13 at 22:45 my co-worker and I witnessed 2 Orange balls of light heading in a southerly direction in unison. altitude was rough,8/30/2013,43.6413889,-70.2413889
8/23/2013 22:47,hamden,ct,us,circle,1020,17 minutes,For several minutes we watched many red/orange objects fly slowly and low across the sky.,8/30/2013,41.3958333,-72.8972222
8/24/1990 20:00,cherry valley (outside of),il,us,triangle,7200,2 hours,8/24/1990 cherry valley&#44il. triangle observed for approx. 15min. then next thing sitting in car parked on side of road  missing 2hrs.,5/2/2011,42.2347222,-88.9488889
8/24/2000 23:20,bow,wa,us,fireball,2,2 seconds,fireball with a tail streaking WSW really close and fast,9/17/2000,48.5619444,-122.3969444
8/24/2001 22:50,oxford,me,us,light,120,hour,A stationary object stood for hours the night sky. It had three flashing lights&#44 yellow&#44 green and red.,10/12/2001,44.1316667,-70.4936111
8/24/2003 19:30,garfield,nj,us,light,900,15 minutes,Two specs&#44 one on top of the other&#44 moving south in tandem&#44 the one on top blinking and makingd distance from the first.,8/28/2003,40.8813889,-74.1136111
8/24/2003 21:15,anaheim hills,ca,us,light,4,4 seconds?,It looked like the light from a satelite.,8/28/2003,33.8444444,-117.7763889
8/24/2008 22:00,st. clair shores,mi,,triangle,10,10 seconds,Unlit&#44 dark triangle shape craft moved very quickly across horizon at moderate altitude in a westerly heading.,10/31/2008,42.495556,-82.900278
8/24/2008 22:40,rolling meadows,il,us,fireball,1200,20 minutes,2 Orange Fireball lights with random blinking pattern seen hovering 300 ft. above Woodfield Mall&#44 Schaumburg Il,10/31/2008,42.0841667,-88.0130556
8/24/2009 14:30,medford (outskirts),or,us,light,420,7 minutes,Strange flashing whitish light that moved like a plane but then stopped and stood still for five minutes.,12/12/2009,42.3266667,-122.8744444
8/24/2009 18:19,burien,wa,us,cigar,30,30 seconds,I saw a staionary white cigar shaped object that had a black outline with a &quot;cloud&quot; around it for 30 seconds when it disapeared.,8/27/2009,47.4705556,-122.3455556
8/24/2009 21:25,toronto (canada),on,ca,light,2,seconds,Blue green light in the sky,12/12/2009,43.666667,-79.416667
8/24/2009 23:30,hillsboro,oh,us,unknown,120,2 minutes or so,Three blinking lights&#44 high in the night sky.  Conducting what seemed like &quot;games&quot; of tag.  Incredible speeds and incredible turns.,8/27/2009,39.2022222,-83.6116667
8/24/2010 18:12,phoenix,az,us,changing,60,1 min,bright white light then turned black moved very fast then gone,8/30/2010,33.4483333,-112.0733333
8/24/2010 20:00,nashville,tn,us,circle,1800,30 minutes (+or-),Silent White Orb UFO followed by other Unidentified Craft,8/30/2010,36.1658333,-86.7844444
8/24/2012 10:15,syracuse,ny,us,cigar,180,3 minutes,Two different craft&#44 broad daylight&#44 shape and flight characterists inconsistent with any known aircraft,9/24/2012,43.0480556,-76.1477778
8/24/2012 13:00,manchester (near),vt,us,disk,300,~5 minutes,Disk Shaped UFO Near VT Swamp,7/3/2013,43.1636111,-73.0727778
8/24/2012 20:40,pasadena,md,us,fireball,600,10  minutes,Two red flare looking objects floated up in the Eastern sky. They both began to move slowly to tne North at the same elevation.,9/24/2012,39.1072222,-76.5713889
8/24/2012 21:30,holly springs,nc,us,fireball,240,4 minutes each,Two bright orange fireballs cross the sky from west to east moving slowly&#44 below clouds&#44 no sound. The first one stopped and could see,9/24/2012,35.6511111,-78.8338889
8/24/2012 22:00,rochester,ny,us,sphere,3,3 times&#44 for ~30 seconds,Bright orange sphere&#44 moved upwards&#44 stopped for about 5-10 sec&#44 then slowly&#44 moved south&#44 stopped &amp; faded away.  3x within 60 minutes,9/24/2012,43.1547222,-77.6158333
8/24/2012 22:50,lockport,il,us,circle,240,4 minutes,No noise and nothing machanical about this orange object,9/24/2012,41.5894444,-88.0577778
8/24/2013 1:00,shaw,ms,us,circle,7200,2 hours,Looked Like A Low Star then dotted off over tree line,8/30/2013,33.6016667,-90.7736111
8/24/2013 20:35,ogdensburg,nj,us,oval,600,10 minutes,Orange fireball that disappeared then saw black saucer flying away over horizon.,8/30/2013,41.0816667,-74.5927778
8/24/2013 20:45,drums,pa,us,fireball,40,30-40 seconds,4 slow moving extremely bright fire balls moving across the sky from the SW to NE over Drums for about 30 seconds,8/30/2013,41.0180556,-75.9952778
8/24/2013 20:50,livermore falls,me,us,light,180,3 minutes,Two Orange/Reddish Craft moving slowly across Livermore Falls&#44 Maine&#44 blinking on and off,8/30/2013,44.4752778,-70.1886111
8/24/2013 21:20,belo,wv,us,light,180,3 minutes,Red orange lights in the wv sky,8/30/2013,37.7741667,-82.2377778
8/24/2013 21:30,ross township,pa,,fireball,300,5 minutes,7 glowing orange balls of light witnessed traveling east to west in northern suburbs of Pittsburgh.,8/30/2013,40.526389,-80.021667
8/24/2013 22:08,lake wales,fl,us,fireball,20,20 seconds,Another fireball sighting in Lake Wales&#44 FL,8/30/2013,27.9011111,-81.5861111
8/24/2013 23:05,toledo,oh,us,light,600,10 minutes,3 lights in large triangle formation hovering and a 4th travelling west to east.,9/9/2013,41.6638889,-83.5552778
8/24/2013 23:50,mason,oh,us,light,600,10 minutes,Slowly moving orange lights in the sky.,8/30/2013,39.36,-84.31
8/25/1967 3:15,princeton,id,us,disk,1800,30 mins.,Flying Saucer: August 1967-A Teen&#39s Observation,5/11/2005,46.9141667,-116.8330556
8/25/1979 12:36,cass city,mi,us,disk,300,5minutes,It happened out in the middle of nowhere and it lasted only five minutes.,12/20/2000,43.6008333,-83.1747222
8/25/1994 12:00,new york city,ny,us,egg,60,a minute,no light and moved very slowly,6/6/2000,40.7141667,-74.0063889
8/25/1994 13:00,wadsworth,oh,us,sphere,30,30 seconds,It was a cloudless&#44 bright day. As I was getting into my Chevy Cavalier I saw this flat black bowling ball shaped thing with a ring aro,4/2/1999,41.0255556,-81.73
8/25/1994 22:00,swanton,oh,us,other,600,five to ten min,Football shaped object seen over house in country along with three objects hovering over road.,3/19/2009,41.5886111,-83.8911111
8/25/1994 23:00,alvaton,ga,us,triangle,600,10 minutes,We saw a bright light in the sky that ended up hovering directly above our car&#44 was triangular&#44 chased us before it left us alone.,3/6/2001,33.1708333,-84.5805556
8/25/1995 0:30,cheektowaga (near),ny,us,unknown,6,4-6 seconds,bright ufo  lights up night in new york near buffalo,11/3/2005,42.9033333,-78.755
8/25/1995 0:40,edinboro,pa,us,,20,20 sec.,5 youth witness huge&#44 extremely bright obj. streak from N to S.  Obj. descends through clouds&#44 accelerates&#44 levels out. Alarmed.,11/2/1999,41.8741667,-80.1319444
8/25/1995 3:00,oxford,ma,us,light,600,10 minutes,4 Balls of Light&#44 changed color followed by search light scanning woods and back yard.,9/6/2002,42.1166667,-71.8652778
8/25/1995 13:26,haslemere (uk/england),,gb,teardrop,10,10 secs,the object was there for about ten secs then disapaired.,5/15/2006,51.083333,-0.7
8/25/1996 4:00,cahas national park (ecuador),,,flash,2,seconds,traveling by auto&#4411000ft. in Andes Mts&#44 slowly&#44 large &quot;silver&quot; mass not far above road level flew across in front of us.  We stoped an,1/28/1999,-2.845958,-79.154853
8/25/1997 22:00,fontana,ca,us,triangle,15,15 sec.,My brother and I saw 3 lights forming a shape of a triangle,10/30/2006,34.0922222,-117.4341667
8/25/1998 13:00,sandpoint,id,us,disk,10,10 seconds,While traveling north on rapid lightning&#44 my husband&#44 myself and a family friend observed a bright silver disc hovering motionless in t,4/2/1999,48.2766667,-116.5522222
8/25/1999 21:00,el dorado hills,ca,us,flash,2,seconds,My daughter and I saw a colorful streak or flash across the sky at aprox. 8.45 a.m.  I asked her what she saw and she discribed the sam,11/20/2002,38.6858333,-121.0811111
8/25/1999 23:00,hamilton (canada),on,ca,light,30,30 seconds,2 small lights (like stars) which were very high up and moved in rapid and highly erratic patterns,4/27/2004,43.25,-79.833333
8/25/2000 5:03,waverly,ky,us,light,240,4 minutes,An object that produced yellow/orange and red bursts of light&#44 moved in a zig-zag pattern at near light speed.,9/17/2000,37.7097222,-87.8127778
8/25/2001 18:25,martinborough (new zealand),,,light,300,5 minutes,Southern Hemisphere sighting,10/12/2001,-41.219093,175.460065
8/25/2001 19:45,kanata (canada),on,ca,cigar,480,~ 8 minutes,Cylindrical shape&#44 quasi-transparent dome like structure attached on top flying high. Kanata Ontario&#44 Canada.,10/12/2001,45.333333,-75.9
8/25/2001 21:00,lorane,or,us,circle,90,90 sec.,Round glowing blue object moving very fast&#44 changing directions twice,10/12/2001,43.8377778,-123.2377778
8/25/2001 23:00,shingletown,ca,us,triangle,240,3 or 4 minutes,3 points of light travel across California sky in triangle formation - witnessed by 2,10/12/2001,40.4925,-121.8880556
8/25/2002 23:00,belleville (canada),on,ca,unknown,14400,4 hours,we saw and heard something that isn&#39t explainable.,9/6/2002,44.166667,-77.383333
8/25/2003 1:00,lafayette,in,us,flash,60,1 minute,Fast streak of light over deserted road,11/26/2003,40.4166667,-86.8752778
8/25/2003 21:45,roseville,ca,us,triangle,5,1-5 sec,Triangle shape traveling at extreme speed across the night sky&#44 no noise at all.,8/28/2003,38.7522222,-121.2869444
8/25/2003 22:35,tulsa,ok,us,triangle,120,2 minutes,Triangular Craft in Sky Last Night,8/28/2003,36.1538889,-95.9925
8/25/2004 18:00,topeka,ks,us,cylinder,240,3 - 4 minutes,Bright cylinder seen flying over Topeka during storm.,9/1/2004,39.0483333,-95.6777778
8/25/2004 22:50,social hill,ar,us,cigar,15,15 seconds,Cigar Shape flying north of the 92 mm on I-30 with a plane following.,9/1/2004,34.3319444,-92.9130556
8/25/2005 16:20,rumford,me,us,triangle,600,10 minutes,On august 25th i was cooking some steak on my deck&#44 when  i agzed toward the sky and saw a large triangular craft bordered with lights&#44,10/11/2005,44.5536111,-70.5513889
8/25/2006 20:47,gray summit,mo,us,triangle,300,5 mins,triangler craft spotted near gray summit&#44 Missouri.,10/30/2006,38.4897222,-90.8166667
8/25/2007 0:00,davis,ok,us,unknown,7200,2hr,Davis&#44 OK......light  hovers silently over us..,11/28/2007,34.5044444,-97.1191667
8/25/2009 17:10,show low,az,us,unknown,60,1 minute,This sighting was approx. 100-150 feet away from observer.  Please note second sighting 1.5 month later.,12/12/2011,34.2541667,-110.0291667
8/25/2009 21:00,adachi (japan),,,light,300,5 minutes,A very unusual light in the skies of Japan.,12/12/2009,35.775664,139.804479
8/25/2010 6:34,signal mountain,tn,us,disk,900,6-15 minutes,I just want some official answers of what might this object be&#44 and what it could not be.,8/30/2010,35.1225,-85.3438889
8/25/2010 20:30,nashville,tn,us,fireball,1800,30 mins,Bright red/ orange lights over ashland city/ nashville disappears behind trees.,8/30/2010,36.1658333,-86.7844444
8/25/2010 22:06,cottonwood heights,ut,us,sphere,300,5 minutes,A  bright sphere like object that appeared out of nowhere.,8/30/2010,40.6197222,-111.8094444
8/25/2010 23:00,red deer (canada),ab,ca,fireball,120,2 minutes,Round circular UFO with bright orange lights close to the ground at night.,8/30/2010,52.266667,-113.8
8/25/2012 5:55,malden,ma,us,light,3,3 seconds,Brilliant Green Orb like Light.  ((NUFORC Note:  Possible meteor??  PD)),9/24/2012,42.425,-71.0666667
8/25/2012 11:00,cobb,ca,us,triangle,300,5 minutes,Giant Triangle sighting in northern california.,9/24/2012,38.8222222,-122.7219444
8/25/2012 21:00,cortland,ny,us,fireball,600,10 minutes,A group of about 10 fireball like objects traveling at about the speed of a normal helicopter with no sound. Ten minutes to cross sky.,9/24/2012,42.6011111,-76.1808333
8/25/2012 21:15,rock springs,wy,us,light,600,10 minutes,Bright white light over rock springs&#44 wy,9/24/2012,41.5875,-109.2022222
8/25/2012 21:30,austin,tx,us,unknown,900,15 minutes,Unidentified flying object south of Austin,9/24/2012,30.2669444,-97.7427778
8/25/2012 21:40,coeburn,va,us,sphere,600,10 minutes,One orb and one bright light seen 08/25/2012 Coeburn&#44 Va. Second sighting in two weeks,9/24/2012,36.9438889,-82.4641667
8/25/2012 21:46,west windsor,vt,us,cigar,3,3 seconds,21:46 EST West Windsor VT bright white low flying fast oblong object flying rapidly due north with blunt orange end.,9/24/2012,43.4802778,-72.3852778
8/25/2012 22:00,neys provincial park (canada),on,,circle,300,4-5 minutes,While camping at Neys provincial  park&#44 ontario sat&#44 August 25/2012 approx 10pm  there was  what looked to be a round fireball go acros,9/24/2012,48.728762,-86.579342
8/25/2012 22:15,point clark (canada),on,,fireball,180,3 minutes,Orange ball flying across the sky Lake Huron,9/24/2012,44.074399,-81.743637
8/25/2012 23:00,delray beach,fl,us,circle,300,5 minutes,Round ufo over Delray Beach&#44 Florida,9/24/2012,26.4611111,-80.0730556
8/25/2013 0:30,st. agatha,me,us,light,1500,25 minutes now,Northern maine sphere like. not moving.  white steady light amd others,8/30/2013,47.2430556,-68.3141667
8/25/2013 1:00,tecumseh (canada),on,ca,changing,15,15 seconds,Orange fireball shape changer.,8/30/2013,42.316667,-82.9
8/25/2013 1:20,murray,ky,us,oval,1200,20 minutes,Two objects seen with rotating red/white green/blue lights.,8/30/2013,36.6102778,-88.3147222
8/25/2013 20:30,indianapolis,in,us,circle,30,20-30 seconds,Two whitish yellowish circular objects in nw sky.,8/30/2013,39.7683333,-86.1580556
8/26/1970 9:30,brady,tx,us,circle,37800,1 1/2 hrs,Object with colored lights seen in nite sky,5/9/2003,31.135,-99.3347222
8/26/1998 23:00,waterford,mi,us,fireball,10,5 - 10 seconds,Stargazing on my deck and sighted what I thought at the time was a large green meteor (Largest I ever seen),11/1/1998,42.7022222,-83.4027778
8/26/1999 15:00,olympic national park (coast of pacific ocean),wa,,disk,120,1 to 2 min.s (?),Swimming is surf.Two boys saw first.Yelled and pointed:&quot;WHAT IS THAT&#33&#33&#33&quot; I saw it.Close over bank.Bright silver.Up FAST&#33Angle.Tracked&#33,10/2/1999,47.969068,-123.498251
8/26/2001 2:28,seattle,wa,us,triangle,2,seconds,A dark aircraft with deep red colors triangularly shaped,10/12/2001,47.6063889,-122.3308333
8/26/2001 17:50,moncton (canada),nb,ca,teardrop,180,about 3 minutes,Two craft flying parralel and one of them dissapeared.,10/12/2001,46.083333,-64.766667
8/26/2002 12:15,chicago,il,us,teardrop,600,10 min.,I saw three objects passing by the moon from the East. Traveling fast&#44 I didn&#39t think three planes where traveling so close. Ilooked th,9/6/2002,41.85,-87.65
8/26/2003 17:00,indiana (general location),in,,cylinder,10,10 seconds,One small cylindrical object in sky,9/4/2003,40.267194,-86.134902
8/26/2003 21:05,poway,ca,us,circle,5,5 sec,a ball of yellow green trailing light,8/28/2003,32.9627778,-117.035
8/26/2003 21:10,burbank,ca,us,unknown,5,5 sec,I saw a bright object with a short tail that appeared to be falling from the sky on a trajectory toward the earth in Burbank&#44 CA,8/28/2003,34.1808333,-118.3080556
8/26/2003 23:30,vancouver (canada),bc,ca,unknown,600,half an hour,Object in sky illumated by clouds circled the sky over and over again in a small set area.,8/28/2003,49.25,-123.133333
8/26/2005 0:01,vaughan (canada),on,,flash,10,10 seconds,fast flashing circle that moved side to side and then in a hopping motion dissapeard,10/11/2005,43.837208,-79.508276
8/26/2005 22:15,upper montclair,nj,us,oval,3600,1 hour,The object got closer and began to change shape. It seemed to turn inside it&#39s self and back out then it emitted a red beam.,10/11/2005,40.8461111,-74.2016667
